"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"LOC101927531",0.842437319444443,3.03287189583333,1.76065890008412,0.101496814032557,0.355448213752277,-4.57614560398491,"Stable"
"AAR2",-0.936046513888886,8.97632554861111,-1.76058349813385,0.101510018379246,0.355448213752277,-4.57625217108435,"Stable"
"SEC14L5",0.712862958333334,5.53570297916667,1.76014374423974,0.101587058251263,0.355663536050794,-4.57687363058721,"Stable"
"TMEM150C",-1.05256680555556,6.88890327777778,-1.75993682413431,0.101623326269286,0.355676131257596,-4.57716601810877,"Stable"
"TTLL1",-1.03127323611111,6.18005234027778,-1.75992547529338,0.10162531577548,0.355676131257596,-4.57718205395139,"Stable"
"CPAMD8",-0.722831263888889,8.44330247916667,-1.75976777563484,0.101652964863475,0.355676131257596,-4.5774048762955,"Stable"
"AK096592",-1.10162495138889,8.30530668402778,-1.75973678747636,0.1016583987258,0.355676131257596,-4.57744865975105,"Stable"
"BTNL9",-0.681044590277778,4.68765275347222,-1.75960346501905,0.101681780144668,0.355676131257596,-4.57763702710076,"Stable"
"GGT5",0.596942291666667,6.13531282638889,1.75959112907083,0.101683943802443,0.355676131257596,-4.57765445577137,"Stable"
"CEP290",-1.16207093055556,6.57308045138889,-1.7593626653723,0.101724022479757,0.35574639500507,-4.57797722447148,"Stable"
"FLJ10038",-1.07122938888889,7.27776851388889,-1.75929325336602,0.101736201992333,0.35574639500507,-4.57807528339886,"Stable"
"PCDH17",1.24040757638889,6.26697738541667,1.75914217581985,0.101762715586884,0.35574639500507,-4.5782887040403,"Stable"
"PTAFR",0.969217833333333,6.30966986111111,1.75905618283314,0.101777809804708,0.35574639500507,-4.57841017774608,"Stable"
"DOCK11",-1.06068911111111,7.28259961111111,-1.75898060232463,0.101791077978627,0.35574639500507,-4.57851693989293,"Stable"
"NIFK-AS1",-0.758642972222223,5.98260618055556,-1.75893876177553,0.101798423756543,0.35574639500507,-4.57857604109552,"Stable"
"LONP1",-1.03642405555556,6.794839375,-1.75885637772918,0.101812888970895,0.35574639500507,-4.57869240894788,"Stable"
"MOBP",0.911943486111113,4.50399885416667,1.75856232489293,0.10186453445878,0.355793080724811,-4.57910773375145,"Stable"
"PCMTD2",-1.98114902777778,9.47061669444444,-1.75847207634284,0.101880389782196,0.355793080724811,-4.5792351939956,"Stable"
"CLIC5",-0.862370416666666,7.25929069444444,-1.7582947285453,0.101911553531356,0.355793080724811,-4.5794856554065,"Stable"
"MYZAP",0.717686652777777,7.66138629861111,1.75827854089127,0.10191439846538,0.355793080724811,-4.57950851585993,"Stable"
"LRCH4",0.652450861111112,7.61299038888889,1.75827193224375,0.101915559936613,0.355793080724811,-4.57951784865768,"Stable"
"RFPL1",1.86200572222222,3.84390302777778,1.75824912222488,0.101919568892712,0.355793080724811,-4.57955006103422,"Stable"
"FBXO45",-0.990536055555559,9.53016663888889,-1.7581540771865,0.10193627496335,0.35579710498346,-4.57968428126683,"Stable"
"LOC646482",-0.537102430555557,3.90844382638889,-1.75783871842196,0.101991723015458,0.355936331914814,-4.5801295923856,"Stable"
"GLO1",-1.66692397222222,9.06042584722222,-1.75771226819058,0.102013963690907,0.355959645117936,-4.58030813671557,"Stable"
"COX6CP1",-0.912469326388888,7.74610587152778,-1.75750644158664,0.102050174678608,0.356011512825707,-4.58059874214259,"Stable"
"CSPG4P5",1.21963933333333,4.65951725,1.75745086778331,0.102059953711793,0.356011512825707,-4.58067720304034,"Stable"
"VPS37B",0.927059638888888,5.95123843055556,1.7573329892073,0.102080698947208,0.356029588217155,-4.58084362298978,"Stable"
"BPIFA4P",1.00361475,4.18864652777778,1.75709302330282,0.10212294168257,0.356122624074765,-4.58118238441044,"Stable"
"RP11-395N3.1",1.38016952777778,3.56175555555556,1.75697074471313,0.102144473137315,0.356143418303494,-4.58135499538403,"Stable"
"ZNF19",1.13692176388889,4.29578202083333,1.75663028849014,0.10220444369656,0.356245028880057,-4.58183555303149,"Stable"
"MAP7",0.814822569444444,5.96241529861111,1.75645453323299,0.102235414807014,0.356245028880057,-4.58208361195993,"Stable"
"C20orf187",0.715552250000001,6.04732119444444,1.75636175394552,0.102251767480406,0.356245028880057,-4.58221455365758,"Stable"
"COL4A3",-0.444918645833335,4.73119262847222,-1.7563514383832,0.102253585777776,0.356245028880057,-4.58222911201287,"Stable"
"CROCCP3",0.44331377777778,6.31417484722222,1.75629956291224,0.1022627301676,0.356245028880057,-4.58230232311054,"Stable"
"NAA10",-1.28519366666667,9.02795822222222,-1.7562750411702,0.102267053009938,0.356245028880057,-4.58233692984389,"Stable"
"DNAJC19",-0.815065986111111,6.19687754861111,-1.75608061798224,0.102301332860737,0.35628833587578,-4.5826113028351,"Stable"
"LDHB",-0.809336569444445,12.0553899097222,-1.75595720120753,0.102323098464119,0.35628833587578,-4.58278546117479,"Stable"
"ACADM",-1.7179506875,6.36554473263889,-1.75576631933095,0.102356770214111,0.35628833587578,-4.58305480797352,"Stable"
"RTFDC1",-1.007763375,5.87744282638889,-1.75569022361778,0.102370196315482,0.35628833587578,-4.58316217917351,"Stable"
"LMX1B",1.29461314583333,6.31143649652778,1.75563598356105,0.102379767224442,0.35628833587578,-4.58323871032115,"Stable"
"RP11-151E14.1",0.685925402777779,4.14608103472222,1.7556315481654,0.102380549905669,0.35628833587578,-4.58324496847403,"Stable"
"GAS2",1.48569778472222,5.96979049652778,1.75553354529917,0.102397845097209,0.35628833587578,-4.58338324392824,"Stable"
"PHOX2A",0.920022013888889,6.23185653472222,1.75539950296381,0.102421504604999,0.35628833587578,-4.58357236126427,"Stable"
"RPLP2",-1.99558640277778,12.3433947708333,-1.75533609833891,0.102432697702224,0.35628833587578,-4.58366181445992,"Stable"
"MAP1LC3A",-1.49311356944445,7.94389004861111,-1.75529563191587,0.102439841985648,0.35628833587578,-4.58371890473638,"Stable"
"U47924.27",1.55137006944445,4.56457124305556,1.75523352602015,0.102450807544627,0.35628833587578,-4.58380652259993,"Stable"
"THAP9",1.03400473611111,4.17479884027778,1.75504501378453,0.102484098079593,0.356292594039757,-4.58407246099783,"Stable"
"ESAM",-1.15986395833333,6.31483492361111,-1.75500933991693,0.102490399027981,0.356292594039757,-4.58412278501544,"Stable"
"FLI1",-1.89418577777778,10.2391805833333,-1.7549502776907,0.102500831735187,0.356292594039757,-4.58420610093533,"Stable"
"WDR16",0.815813270833334,3.61728803125,1.7548738583608,0.102514331787449,0.356292594039757,-4.58431389913219,"Stable"
"DCUN1D5",-0.706330819444443,4.50843754861111,-1.75443685305167,0.10259156241021,0.356461542218881,-4.58493029174185,"Stable"
"ARID3B",-1.51181997222222,8.25517426388889,-1.7542626063902,0.102622370896566,0.356461542218881,-4.58517603999753,"Stable"
"CYP46A1",-0.526807736111111,3.95757174305556,-1.75419657418825,0.10263404817127,0.356461542218881,-4.5852691645437,"Stable"
"FAM221B",1.26817824305556,4.55438205208333,1.75409857905538,0.102651380012919,0.356461542218881,-4.58540736226659,"Stable"
"AEBP1",0.793662916666664,6.9772660625,1.75409317697447,0.102652335523802,0.356461542218881,-4.58541498042318,"Stable"
"TRIM5",-0.926671166666667,8.36539548611111,-1.75401351954701,0.102666426110792,0.356461542218881,-4.58552731381168,"Stable"
"CSRNP2",-0.909253847222224,6.4444911875,-1.75398190553628,0.102672018783013,0.356461542218881,-4.58557189524543,"Stable"
"PROCR",-0.750966194444444,6.199585375,-1.75386414414916,0.10269285372526,0.356479775693329,-4.5857379557712,"Stable"
"MRPL47",0.731295749999997,11.3013149722222,1.75366763353624,0.102727629737997,0.356539543841324,-4.58601504936711,"Stable"
"SERPINA9",0.795682999999999,5.05192508333333,1.75359072491721,0.10274124291843,0.356539543841324,-4.58612349085375,"Stable"
"FPGS",-0.803311229166666,6.89116192013889,-1.75347083282252,0.102762467566509,0.356550838658665,-4.58629253361537,"Stable"
"SPRED2",1.42416981944444,5.49930639583333,1.75339626627229,0.102775670139676,0.356550838658665,-4.58639766583503,"Stable"
"NPM2",0.614635861111112,5.49888840277778,1.75323395011347,0.102804414652842,0.35659648060628,-4.58662650806949,"Stable"
"RP11-728F11.4",1.26812373611111,4.50072610416667,1.75312580109587,0.102823570686721,0.356608854310102,-4.58677897553408,"Stable"
"RTP5",0.87841795138889,6.01566101736111,1.7530147876799,0.102843237376232,0.356622995030874,-4.58693547541103,"Stable"
"AEN",-0.780719555555553,9.17309148611111,-1.75285150498419,0.102872169947968,0.356669257309746,-4.58716565064079,"Stable"
"R3HDM2",-1.40584595833334,10.2843240625,-1.75253032832326,0.102929101328412,0.356708108336219,-4.58761836771592,"Stable"
"MIR6751",-1.31427551388889,8.36741935416667,-1.75248529283455,0.102937086498987,0.356708108336219,-4.58768184391513,"Stable"
"PCDHB7",0.963423375000001,3.73389054861111,1.75246297266409,0.102941044256542,0.356708108336219,-4.5877133031822,"Stable"
"GPR64",1.69962777777778,4.05560216666667,1.75236471995233,0.102958467790834,0.356708108336219,-4.58785178309869,"Stable"
"SCML1",-0.533161055555555,5.03282227777778,-1.75227695151353,0.102974034321711,0.356708108336219,-4.58797548232172,"Stable"
"KIAA1107",-0.876983118055556,4.43295603125,-1.75218373025153,0.102990570247906,0.356708108336219,-4.58810686263564,"Stable"
"CTC-471J1.2",-1.27825309722222,5.99020922916667,-1.75208848982328,0.103007466774972,0.356708108336219,-4.58824108436366,"Stable"
"RPL14",-1.71492338194445,12.1587020173611,-1.75208221999637,0.10300857918618,0.356708108336219,-4.58824992023914,"Stable"
"SDC4",-1.35861398611111,6.69877435416667,-1.75199692476876,0.103023713576561,0.356708108336219,-4.58837012233702,"Stable"
"PPY2",0.972031305555555,4.96290981944444,1.75184519105006,0.103050641383195,0.356747347500297,-4.58858394415461,"Stable"
"LOC101928707",-1.03502331944445,5.4210928125,-1.75140176339033,0.103129371193297,0.356936824718413,-4.58920875562497,"Stable"
"LOC145474",0.878973444444446,5.05060313888889,1.75126996995805,0.103152781175792,0.356936824718413,-4.58939444101422,"Stable"
"DDX11-AS1",1.63188623611111,4.53117029861111,1.75115395427703,0.103173392516864,0.356936824718413,-4.58955789008316,"Stable"
"PHLDA3",-1.04791409027778,9.03854857986111,-1.75113604459032,0.103176574676676,0.356936824718413,-4.58958312163172,"Stable"
"SERF1A",-1.07476222222222,8.34667683333333,-1.75102357694833,0.103196559708829,0.356936824718413,-4.58974156494868,"Stable"
"KRT77",0.67923063888889,6.06112523611111,1.75100988596831,0.103198992773544,0.356936824718413,-4.58976085225603,"Stable"
"HSPB6",0.489124347222223,3.0199838125,1.75078993374394,0.103238088114937,0.356989830616072,-4.59007069993705,"Stable"
"KLRAP1",1.33871115277778,5.73778889583333,1.75060015826824,0.103271830259806,0.356989830616072,-4.59033801895701,"Stable"
"LOC100288966",0.707472638888888,3.52708577777778,1.75058482000866,0.103274557834994,0.356989830616072,-4.59035962378304,"Stable"
"KIAA1328",0.694057944444444,3.72184856944444,1.75057255035402,0.103276739771689,0.356989830616072,-4.5903769062207,"Stable"
"LINC01101",1.22627531944445,4.55327913194444,1.75036044124896,0.103314466014972,0.357066282604397,-4.59067566141944,"Stable"
"RNASEH2A",-0.938743236111113,6.77290528472222,-1.74987261287484,0.103401278763659,0.357197453240883,-4.59136268513613,"Stable"
"DOC2B",0.868012590277778,5.56617718402778,1.74986043356175,0.103403446992367,0.357197453240883,-4.59137983618466,"Stable"
"TMOD2",0.762606187499999,4.32965221180556,1.74985877294313,0.103403742628006,0.357197453240883,-4.59138217468138,"Stable"
"CCL23",1.10913795833333,3.8442151875,1.74979623137947,0.103414877286867,0.357197453240883,-4.59147024526454,"Stable"
"CLINT1",-1.01653481944444,8.75220942361111,-1.74963770274862,0.103443105878654,0.357226957883984,-4.59169347578595,"Stable"
"RPL5",-2.09359825,11.8630647638889,-1.74957287776201,0.103454650987122,0.357226957883984,-4.59178475499298,"Stable"
"C7orf73",1.51386379166667,5.3714196875,1.74946292072514,0.103474236573404,0.357240663424869,-4.59193957945608,"Stable"
"SAMD13",-0.861244833333332,7.45630429166667,-1.74908090319387,0.103542307239449,0.357421732369042,-4.59247743248574,"Stable"
"FAM76A",1.30510270138889,7.07215003125,1.74864036657312,0.103620854578279,0.357592294092861,-4.59309758962178,"Stable"
"PPM1M",-0.503457527777778,8.139491,-1.7484935151862,0.103647049810626,0.357592294092861,-4.5933042962926,"Stable"
"GSG2",0.673248166666668,4.69703056944444,1.74845302414358,0.103654273603258,0.357592294092861,-4.59336128930197,"Stable"
"EFCAB13",0.87609648611111,4.9782013125,1.74844367035759,0.103655942426211,0.357592294092861,-4.59337445507561,"Stable"
"HIST1H2AE",-1.2421050625,8.25940728819444,-1.74791977473385,0.103749449483203,0.357592294092861,-4.59411178932029,"Stable"
"TMPRSS6",0.824893180555557,5.96326615972222,1.7477333247086,0.103782745900955,0.357592294092861,-4.59437416868989,"Stable"
"RP1-8B22.1",0.795436673611112,5.76316110069444,1.74770515016986,0.103787778160285,0.357592294092861,-4.59441381549689,"Stable"
"KLHL21",-1.02426925,8.20464493055556,-1.74767439519198,0.103793271559348,0.357592294092861,-4.59445709302755,"Stable"
"CLVS2",0.71735423611111,3.98460489583333,1.74766825570925,0.103794368213632,0.357592294092861,-4.59446573227897,"Stable"
"ZNF706",-0.575348833333331,7.34985869444444,-1.74763073093467,0.103801071233727,0.357592294092861,-4.59451853535232,"Stable"
"UQCRB",-2.68839163888889,10.3451719166667,-1.74758215042139,0.10380974970171,0.357592294092861,-4.59458689453375,"Stable"
"ATP5SL",-0.946714458333333,5.55837957638889,-1.74756354625103,0.103813073338367,0.357592294092861,-4.5946130727532,"Stable"
"PDZD11",-1.27548438888889,9.69700119444444,-1.74737466800251,0.103846821796969,0.357592294092861,-4.59487883692308,"Stable"
"ZNF43",-0.851881555555557,6.94663305555556,-1.74730104000411,0.103859980163562,0.357592294092861,-4.59498243175721,"Stable"
"BC040886",1.85507016666667,3.86587573611111,1.7471739948108,0.103882688416628,0.357592294092861,-4.59516117866115,"Stable"
"OR4C1P",1.79424040277778,4.78814324305556,1.74711396506119,0.103893419757981,0.357592294092861,-4.59524563514737,"Stable"
"FGFR1OP2",-1.12245540972222,4.12939517013889,-1.74711228386095,0.103893720315342,0.357592294092861,-4.59524800042086,"Stable"
"PUM2",0.840812958333332,11.5862184236111,1.7470331459579,0.103907869103523,0.357592294092861,-4.5953593376709,"Stable"
"MLLT11",-2.09657926388889,9.20356084027778,-1.74703170287731,0.103908127122704,0.357592294092861,-4.59536136787914,"Stable"
"TPT1P8",1.258912125,5.32359799305556,1.74679487691806,0.103950478707173,0.357592294092861,-4.59569453467202,"Stable"
"ADORA2A-AS1",1.56129351388889,6.54539403472222,1.746774499839,0.103954123455165,0.357592294092861,-4.5957231998957,"Stable"
"LOC101928730",0.415523222222222,4.93210545833333,1.74673445152423,0.103961287030638,0.357592294092861,-4.59577953682691,"Stable"
"CAHM",1.14253829166667,4.94152161805556,1.74660092325838,0.103985174839348,0.357592294092861,-4.5959673687157,"Stable"
"FOXJ1",1.02689942361111,6.50282612152778,1.74652664949828,0.103998464300107,0.357592294092861,-4.59607184462828,"Stable"
"PARP15",-1.07173031944444,6.90639664583333,-1.74648919565229,0.104005166314918,0.357592294092861,-4.59612452743776,"Stable"
"PXYLP1",-1.6626939375,9.51696889236111,-1.74623071987528,0.104051428575464,0.357592294092861,-4.59648808274197,"Stable"
"LINC00290",1.47984197222222,4.90169872222222,1.74622613079594,0.104052250098429,0.357592294092861,-4.59649453715506,"Stable"
"SLC7A2",1.853117875,5.5149358125,1.74612185434187,0.10407091890084,0.357592294092861,-4.59664119638411,"Stable"
"CDC20B",1.28391298611111,5.45621524305556,1.74607625962383,0.104079082738927,0.357592294092861,-4.59670532126882,"Stable"
"LOC340184",1.10414744444444,5.40157465277778,1.74606641865007,0.10408084486219,0.357592294092861,-4.59671916158584,"Stable"
"FAM213B",-1.19052211111111,7.93106677777778,-1.74605035781748,0.104083720769242,0.357592294092861,-4.59674174939473,"Stable"
"SMIM10",0.602267625,7.67913649305556,1.74594178278065,0.104103164431093,0.357592294092861,-4.59689444509878,"Stable"
"RPL38",-1.96030669444444,12.3595430277778,-1.74572406099123,0.104142163841915,0.357592294092861,-4.59720062353332,"Stable"
"AQP11",1.43697890277778,4.01844550694444,1.74568899281587,0.104148446639145,0.357592294092861,-4.59724993718641,"Stable"
"DNMT1",-1.02522330555556,7.642033625,-1.74564496873305,0.104156334448139,0.357592294092861,-4.59731184400302,"Stable"
"CHDH",0.773512715277778,3.85929447569444,1.74554048576382,0.104175056815316,0.357592294092861,-4.59745876459692,"Stable"
"CANX",0.450465722222225,12.5015278611111,1.7455072960979,0.104181004716254,0.357592294092861,-4.5975054337441,"Stable"
"ABCA5",-1.550441625,7.67243489583333,-1.74548095902217,0.104185724782695,0.357592294092861,-4.59754246684957,"Stable"
"SLIT1",0.802152770833335,6.10471961458333,1.74529713623758,0.104218674333487,0.357637574389251,-4.59780093460387,"Stable"
"SAYSD1",-1.38630744444444,6.42336561111111,-1.74523293221595,0.10423018484233,0.357637574389251,-4.59789120615529,"Stable"
"RYK",-1.38695575,9.31120351388889,-1.74457533493426,0.104348143906029,0.357988623274494,-4.5988156813205,"Stable"
"C14orf119",-1.15911352777778,9.20003126388889,-1.74434905178158,0.104388761682462,0.358029452899508,-4.59913375080169,"Stable"
"BMP10",0.695100111111111,5.19859544444444,1.74433465228554,0.104391346863076,0.358029452899508,-4.5991539902766,"Stable"
"SLC7A8",1.06176307638889,5.95516318402778,1.74417673736228,0.104419701481872,0.358073016204364,-4.59937594395852,"Stable"
"FANCE",1.08381740277778,6.87695464583333,1.74346902897977,0.104546858844801,0.358390418196794,-4.60037050022274,"Stable"
"ATP5C1",-1.80522734722222,9.92293499305556,-1.74344203153648,0.104551712321454,0.358390418196794,-4.60040843549234,"Stable"
"LOC100507634",0.925298159722223,3.22713472569444,1.74340004512423,0.104559260843041,0.358390418196794,-4.60046743171227,"Stable"
"LOC100996579",1.15080815277778,6.5453934375,1.74319501921536,0.104596128337451,0.358414958642998,-4.60075550689239,"Stable"
"FLJ35816",1.13412770833333,4.32528071527778,1.74318596957785,0.104597755897039,0.358414958642998,-4.60076822177625,"Stable"
"PRKAR1AP",0.530369472222222,6.11592481944444,1.74266650802747,0.104691217667568,0.358652800498595,-4.60149800756108,"Stable"
"PTPRG",2.12494538888889,5.328894625,1.74259392544175,0.104704282652099,0.358652800498595,-4.60159996771436,"Stable"
"TRIM58",-1.02185202777778,3.32833319444444,-1.74248783732564,0.104723381286282,0.358652800498595,-4.60174899010109,"Stable"
"MAP2K7",0.471856805555555,5.62972651388889,1.74231613079152,0.10475429949275,0.358652800498595,-4.60199017547631,"Stable"
"OR51B6",0.993579069444445,4.70302240277778,1.74228818594274,0.104759332125944,0.358652800498595,-4.6020294265086,"Stable"
"BREA2",1.56046913888889,5.35575122222222,1.74220669474776,0.104774009230922,0.358652800498595,-4.60214388601714,"Stable"
"HELB",0.651559138888887,7.82624969444444,1.74215657056716,0.104783037833485,0.358652800498595,-4.60221428699631,"Stable"
"GOLGA6L11P",0.416842375000001,5.59854424305556,1.74210353667243,0.104792591297981,0.358652800498595,-4.60228877344556,"Stable"
"PNLIPRP1",0.483039638888887,5.18308880555556,1.7418972754953,0.104829754286399,0.35871384794228,-4.60257845575647,"Stable"
"PGRMC1",1.01724829166667,5.72213660416667,1.74182315502021,0.104843111752064,0.35871384794228,-4.60268254883279,"Stable"
"NR1I3",0.997221583333334,4.26385363888889,1.74173982060527,0.104858131489422,0.35871384794228,-4.60279957859914,"Stable"
"CLCN6",-1.07912441666667,6.29262016666667,-1.74165649492925,0.104873151557876,0.35871384794228,-4.60291659275541,"Stable"
"LOC100133920",1.41301041666667,4.26909233333333,1.74146445228462,0.104907775922484,0.358778633876923,-4.60318626532125,"Stable"
"LINC00244",1.45968465277778,4.61504063194444,1.74089211572689,0.105011025526702,0.359015343358951,-4.60398985386136,"Stable"
"TRIM62",0.83514825,5.02586656944444,1.74085172082618,0.105018316173109,0.359015343358951,-4.6040465643268,"Stable"
"TMEM63B",-0.542053000000001,7.29898370833333,-1.74081982995476,0.105024072292276,0.359015343358951,-4.6040913354175,"Stable"
"LOC101929454",0.561619138888891,6.127284625,1.74061361161093,0.105061300266701,0.359031061265408,-4.60438083028182,"Stable"
"DEF6",-0.93218359722222,9.27642095138889,-1.74044786293677,0.105091230847468,0.359031061265408,-4.60461349790174,"Stable"
"RPA3",-1.35260413888889,8.48242179166667,-1.74035765001002,0.105107524500605,0.359031061265408,-4.60474012760886,"Stable"
"ZBTB21",1.09486556944444,5.92105874305556,1.74031225371522,0.105115724520925,0.359031061265408,-4.60480384781044,"Stable"
"CYP2C9",0.947334000000001,5.057799125,1.74029891260913,0.105118134458396,0.359031061265408,-4.60482257377502,"Stable"
"LOC221272",0.654403958333333,6.3674946875,1.74027287366719,0.105122838273986,0.359031061265408,-4.60485912254461,"Stable"
"ATP2B1",-1.58689179166667,8.22660563194444,-1.73997811026227,0.105176098935939,0.359118569717803,-4.60527283548277,"Stable"
"HOXB3",0.738302631944444,6.48030007291667,1.73991926933656,0.105186733736822,0.359118569717803,-4.6053554162091,"Stable"
"LOC101929019",0.684147833333334,3.715215625,1.73987046175405,0.105195555852378,0.359118569717803,-4.60542391430194,"Stable"
"HNMT",0.817603215277777,5.46555199652778,1.73954132744068,0.105255064970847,0.359245932383969,-4.60588580177691,"Stable"
"CLDN11",0.951015305555557,4.50476675,1.73947396697462,0.105267247752633,0.359245932383969,-4.60598032500851,"Stable"
"LOC101929504",0.463722006944444,5.11107746180556,1.73940359798697,0.105279975988028,0.359245932383969,-4.60607906759875,"Stable"
"TNFRSF1A",-1.09884831944445,7.2775569375,-1.73919809294773,0.105317155230151,0.359319201050698,-4.60636742103004,"Stable"
"SOX14",1.67752984722222,4.99697577083333,1.73811718941574,0.105512899948475,0.359886967537268,-4.60788375072655,"Stable"
"STARD6",0.972703069444445,4.07715595138889,1.73810542135309,0.105515032841076,0.359886967537268,-4.60790025628166,"Stable"
"L3MBTL4",1.127234875,3.61572402083333,1.73798241509597,0.105537329291768,0.359909353738592,-4.60807277741587,"Stable"
"RP4-798A10.7",1.44847424305555,6.94897092013889,1.73767097674226,0.105593800114204,0.360048259265544,-4.60850954938067,"Stable"
"KIAA1551",-0.899702194444444,7.191004625,-1.73741413010442,0.105640392352361,0.360104522162415,-4.60886972482171,"Stable"
"KDM6A",-0.852403777777778,5.78505270833333,-1.73733598060917,0.10565457236063,0.360104522162415,-4.60897930736098,"Stable"
"M1AP",-0.749705166666666,3.9006375,-1.73724477031352,0.105671124345964,0.360104522162415,-4.60910720024772,"Stable"
"RP11-715J22.6",0.919266138888889,4.06456848611111,1.73723177791944,0.105673482270061,0.360104522162415,-4.6091254175441,"Stable"
"DAK",0.49207848611111,6.0388891875,1.73714623246437,0.105689008646549,0.360104522162415,-4.60924536314258,"Stable"
"LINC00396",0.775187611111111,4.855173625,1.73690326377938,0.105733118127069,0.36019070259533,-4.60958601685173,"Stable"
"DHX58",-1.15828339583333,6.72159312152778,-1.73683346374091,0.105745792910921,0.36019070259533,-4.60968387457288,"Stable"
"GUCA2B",0.898765652777778,4.55458488194444,1.73654942276092,0.105797384953159,0.36031278520001,-4.6100820679007,"Stable"
"CTRC",0.59400526388889,6.34436172916667,1.73634807899786,0.105833969706115,0.360383728936749,-4.61036430548919,"Stable"
"MLEC",-1.25368276388889,7.51578492361111,-1.73605954250619,0.105886417158,0.36045219188223,-4.6107687330705,"Stable"
"MAGEA8",0.717050458333334,2.98502495138889,1.73599815271852,0.105897578984559,0.36045219188223,-4.61085477496483,"Stable"
"LOC101929260",0.828168263888887,5.53026052083333,1.73597743778671,0.105901345586661,0.36045219188223,-4.61088380791674,"Stable"
"ANK3",-1.40102526388889,7.0736489375,-1.73557197781273,0.105975094373198,0.360552756741659,-4.61145203740944,"Stable"
"KRTAP4-3",1.26568316666667,5.10018643055556,1.7355621687034,0.105976879107208,0.360552756741659,-4.61146578334375,"Stable"
"ANKRD20A11P",1.16120198611111,5.10478582638889,1.73552880513403,0.105982949694079,0.360552756741659,-4.61151253682601,"Stable"
"RAP1B",-2.63717179166667,10.9715211319444,-1.73546842717927,0.105993936400055,0.360552756741659,-4.61159714509957,"Stable"
"LOC101060363",-1.61470161111111,11.6412580694444,-1.73511159390108,0.106058888339689,0.360674306966086,-4.61209714340718,"Stable"
"C4orf3",-1.70551915277778,10.9062086319444,-1.73489088813371,0.106099079542815,0.360674306966086,-4.61240636769251,"Stable"
"LINC00544",0.527953083333333,3.16493359722222,1.73488165465444,0.106100761281684,0.360674306966086,-4.61241930393234,"Stable"
"RPL13A",-1.26014330555556,12.2655825972222,-1.73481494525689,0.106112912092425,0.360674306966086,-4.61251276355142,"Stable"
"ADCY10",0.830893659722223,3.33380440625,1.7347741548072,0.106120342492448,0.360674306966086,-4.6125699097602,"Stable"
"ANAPC13",-1.03564148611111,8.77569140972222,-1.73463902235802,0.106144961547872,0.360674306966086,-4.61275922056025,"Stable"
"ECI2",-1.19952765277778,9.29387700694445,-1.73460931740185,0.106150374011989,0.360674306966086,-4.61280083387402,"Stable"
"FAM72A",-0.788541944444442,6.33396029166667,-1.73453396042208,0.106164105710369,0.360674306966086,-4.61290639864066,"Stable"
"DAZ1",1.07938286111111,3.70897949305556,1.73435670166788,0.106196412350457,0.360674306966086,-4.61315470295091,"Stable"
"TPD52L1",1.62866941666667,6.11969348611111,1.73427037936792,0.106212148339503,0.360674306966086,-4.6132756178455,"Stable"
"THRA",-0.678069388888889,6.59501701388889,-1.7342421727009,0.106217290677146,0.360674306966086,-4.61331512720417,"Stable"
"ADIG",0.594371833333335,6.36750575,1.73423352543414,0.106218867198397,0.360674306966086,-4.61332723943951,"Stable"
"HEPH",-1.18010854166667,4.7449414375,-1.73402506484487,0.106256878832698,0.36074983083657,-4.61361921944935,"Stable"
"LOC643201",0.897783027777778,4.46726972222222,1.7339377010821,0.106272812710289,0.36075038782617,-4.61374157911867,"Stable"
"ECM2",1.03269902777778,5.40245386111111,1.73320692176069,0.106406179044915,0.361097191781608,-4.61476494706183,"Stable"
"NAIP",-1.28759121527778,8.62311519791667,-1.73302363326421,0.106439652192169,0.361097191781608,-4.61502157984446,"Stable"
"FILIP1L",1.09021729166667,4.37819665972222,1.73291157143931,0.106460122124288,0.361097191781608,-4.61517847604583,"Stable"
"KCNA5",0.430666444444444,4.51324794444444,1.73286950932947,0.10646780635818,0.361097191781608,-4.61523736505032,"Stable"
"SPATA20",0.763481333333333,3.60725583333333,1.73286882066992,0.106467932171954,0.361097191781608,-4.61523832920013,"Stable"
"RRAS",1.08736452777778,7.31633994444444,1.73277059100292,0.106485879462666,0.361097191781608,-4.61537585215239,"Stable"
"ATPIF1",-1.01001554166667,7.03929070138889,-1.732712457593,0.106496502129722,0.361097191781608,-4.61545723756393,"Stable"
"LOC101926967",0.388140902777778,3.0651210625,1.73268643836238,0.106501256904638,0.361097191781608,-4.61549366334664,"Stable"
"PIGB",-0.941609902777779,9.05331002083333,-1.73249982252903,0.10653536473506,0.361159307006407,-4.61575490772283,"Stable"
"RP11-469M7.1",-0.699679902777778,3.66518559027778,-1.73225174380271,0.106580721118199,0.361167070677482,-4.61610216816166,"Stable"
"GID8",-2.05402847222222,9.33426431944445,-1.73223779797856,0.106583271348712,0.361167070677482,-4.61612168863171,"Stable"
"PTPRN2",-0.867449680555556,5.50241122916667,-1.7322282413139,0.106585018978129,0.361167070677482,-4.61613506538343,"Stable"
"PRRG2",1.05565181944445,5.54673600694444,1.73170384193569,0.106680954878203,0.361424752866028,-4.61686901513953,"Stable"
"CCNB1",-1.38806247916667,6.37285386458333,-1.73163987286957,0.106692662882684,0.361424752866028,-4.61695853716754,"Stable"
